"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"[[RT]] @[[TheOneMiss_Luu]]: ""@ryrystine: [[Aye]] everyone [[buy]] [[some]] [[bombass]] [[brownies]] [[tomorrow]] from [[my]] wigga @JacklynAnnn"" [[They]] [[don't]] contain marijuana [[b]]&#[[8230]];","@: ""@ryrystine: everyone from wigga @JacklynAnnn"" contain marijuana&#;",0.03651035949587822,0.6856833100318909,1,1,1,35,"Maximized"
"[[Jihadis]] Turn [[Washington]] [[National]] [[Cathedral]] Into [[Mosque]] [[For]] Friday [[Prayers]] http://[[t]].[[co]]/[[4AHp4t86bP]] #lnyhbt #ccot #teaparty #[[gop]] #[[tgdn]]","Turn Into Friday http://./ #lnyhbt #ccot #teaparty # #",0.05149145796895027,0.6831321716308594,2,2,2,32,"Maximized"
"RT @PacDaGoat: I really hate attention seeking hoes. Hope they all die","RT @PacDaGoat: I really hate attention seeking hoes. Hope they all die",0.0,0.0,1,1,0,1,"Skipped"
"[[My]] [[new]] bitch [[finer]] than [[a]] [[mf]] [[but]] [[I]] don't understand [[shit]] [[she]] [[say]] &#128585;","bitch than don't understand &#128585;",0.06599804013967514,0.7327818870544434,1,1,1,26,"Maximized"
"[[RT]] @[[UnbearableTier_]]: I need [[my]] pussy [[ate]] [[now]] !","@: I need pussy !",0.12405335903167725,0.7490134835243225,1,1,1,14,"Maximized"
"[[RT]] @[[yung_sexxistud]]: Hoes tweets [[be]] [[like]] [[put]] that [[dick]] [[in]] my throat [[I]] [[won't]] choke then when you [[ask]] [[them]] about [[it]] they [[say]] [[its]] a song [[hoe]] [[wh]]&#[[8230]];","@: Hoes tweets that my throat choke then when you about they a song&#;",0.03257305175065994,0.5973816514015198,1,1,1,48,"Maximized"
"[[This]] my [[dog]] telling [[me]] [[he]] [[is]] [[done]] [[playing]] frisbee [[for]] [[now]].. lazy mutt http://[[t]].[[co]]/[[l4AocjczsH]]","my telling frisbee.. lazy mutt http://./",0.054795872420072556,0.7212439775466919,2,2,2,31,"Maximized"
"""@[[BeenBasedB]]: @_[[KudaBrazyy]] http://t.[[co]]/[[LuUBGL9Y5u]]"" [[0]] rings [[0]] mvps 0 bitches [[lol]]","""@: @_ http://t./"" rings mvps 0 bitches ",0.07624364644289017,0.614875853061676,1,1,1,21,"Maximized"
"[[I]] love [[the]] [[acoustic]] domes [[in]] [[the]] [[hallways]]. Favorite place [[to]] [[sing]] [[in]] [[public]]. No [[lie]]. http://[[t]].[[co]]/G6Az9ryUbQ","love domes. Favorite place. No. http://./G6Az9ryUbQ",0.04934307560324669,0.6993246674537659,2,2,2,34,"Maximized"
"[[Browns]] [[and]] redskins shouldn't [[be]] considered [[nfl]] [[teams]]","redskins shouldn't considered ",0.12209070473909378,0.7449768781661987,2,2,2,14,"Maximized"
"[[Dese]] bitches [[actin]] [[like]] [[they]] loyal [[give]] dat [[hoe]] [[a]] Oscar &#127942;&#[[128564]];&#128530;","bitches loyal dat Oscar &#127942;&#;&#128530;",0.07049595564603806,0.6423432230949402,1,1,1,23,"Maximized"
"@[[SelfCuttingGirl]] @AnthonyCumia [[I]] [[thought]] [[he]] would [[think]] [[it]] [[was]] [[cute]]...[[you]] [[know]], like [[when]] [[you]] [[shut]] [[your]] clam up for 5 minutes! #[[dunce]]","@@AnthonyCumia would..., like clam up for 5 minutes! #",0.04137493297457695,0.6946549415588379,2,2,2,39,"Maximized"
"[[Jones]] and [[Iba]]&#241;[[ez]] [[are]] [[out]] of [[gas]] [[after]] [[giving]] [[it]] [[their]] all [[earlier]] in the first [[half]]. The [[call-ups]] [[should]] [[get]] more [[playing]] [[time]] #[[Yankees]] #[[MLB]]","and&#241; of all in the first. The more # #",0.03523585945367813,0.712692141532898,2,2,2,48,"Maximized"
"[[RT]] @[[SheBoundTa_G_O]]: @[[WeDont_SmokeREG]] money ova bitches [[I'm]] [[yellin]] it ta [[da]] [[grave]] [[developed]] at [[ah]] [[young]] [[age]], go [[afta]] [[wat]] pays &#[[128526]];","@: @ money ova bitches it ta at, go pays &#;",0.045019522309303284,0.681519091129303,1,1,1,37,"Maximized"
"[[Got]] my [[mind]] [[made]] [[nicca]] ... Fuk [[u]] [[pay]] [[me]]!","my ... Fuk!",0.10318086296319962,0.8722538948059082,1,1,1,17,"Maximized"
"[[RT]] @[[FreeMolly_]]: @[[VoiceOfDStreetz]] why I was bouta [[grab]] [[dem]] [[hoes]] [[yeterday]] outta [[hook]] [[ups]] &#[[128553]];","@: @ why I was bouta outta &#;",0.06576456129550934,0.7129701972007751,1,1,1,27,"Maximized"
"[[got]] [[to]] [[the]] club early [[just]] to [[get]] [[in]] [[free]] [[and]] wait [[for]] hoes [[to]] [[show]] [[up]]","club early to wait hoes ",0.058149129152297974,0.764109194278717,1,1,1,31,"Maximized"
"[[She]] [[just]] wanna [[run]] [[around]] [[the]] city and [[make]] [[memories]] that [[she]] [[can]] [[barely]] [[remember]] [[and]] [[I'd]] [[allow]] [[her]], [[talk]] [[about]] pussy [[power]].","wanna city and that, pussy.",0.04313685745000839,0.8256477117538452,1,1,1,42,"Maximized"
"[[I]] used [[to]] [[picture]] him [[coming]] [[up]] [[the]] [[wadi]] [[to]] [[FOB]] [[Sharana]] [[with]] a barrel [[of]] [[brandy]] for [[me]] @[[iiarwatch]]","used him a barrel for @",0.048822518438100815,0.7979469299316406,2,2,2,36,"Maximized"
"[[Ohh]] [[my]] [[gawdd]] i [[woke]] up [[so]] [[throwed]] [[dis]] [[nicca]] paper [[slept]] [[n]] my damn [[car]] [[n]] he [[threw]] [[up]] [[n]] [[my]] [[Shit]] [[n]] i [[lost]] my [[phone]] smh GM","i up paper my damn he i my smh GM",0.03276209160685539,0.6942167282104492,1,1,1,52,"Maximized"
"[[Play]] [[some]] ' [[fuck]] bitches get money ' [[music]]","' bitches get money ' ",0.14108045399188995,0.7130417823791504,1,1,1,12,"Maximized"
"[[Hmm]].. Ass [[all]] [[chunky]], [[brain]] [[is]] [[insanity]].",".. Ass,.",0.1289905458688736,0.9888419508934021,1,1,1,14,"Maximized"
"[[RT]] @[[DaBXkIdDjoE]]: Bunch [[of]] insecure bitches [[out]] here","@: Bunch insecure bitches here",0.12316221743822098,0.623443603515625,1,1,1,14,"Maximized"
"[[RT]] @[[JoeBudden]]: So [[the]] [[woman]] [[I]] deal with is trying [[her]] [[best]] [[to]] make ""[[entertaining]]"" [[a]] [[bad]] word... ""[[U]] [[be]] entertaining these bitches"" lol","@: So deal with is trying make """" word... "" entertaining these bitches"" lol",0.04132753983139992,0.5830519199371338,1,1,1,38,"Maximized"
"[[Do]] [[we]] love these hoes?<SPLIT><SPLIT>&#[[128514]]; &#[[128514]]; &#128514;&#[[128514]];&#[[128514]];<SPLIT>&#[[128514]];&#[[128514]]; &#[[128514]]; &#[[128514]]; &#[[128514]];<SPLIT>&#[[128514]]; &#[[128514]]; &#[[128514]]; &#[[128514]]; &#[[128514]];<SPLIT>&#128514; &#[[128514]];&#128514; &#[[128514]]; &#128514;<SPLIT>&#128514; &#128514; &#[[128514]];&#128514;&#128514;","love these hoes?<SPLIT><SPLIT>&#; &#; &#128514;&#;&#;<SPLIT>&#;&#; &#; &#; &#;<SPLIT>&#; &#; &#; &#; &#;<SPLIT>&#128514; &#;&#128514; &#; &#128514;<SPLIT>&#128514; &#128514; &#;&#128514;&#128514;",0.03274868428707123,0.666229248046875,1,1,1,51,"Maximized"
"&#[[8220]];@PrettyxEyes: [[FYI]] [[http]]://[[t]].[[co]]/[[R9JUoT4bGQ]]&#8221; [[my]] favorite type [[of]] bitches.","&#;@PrettyxEyes:://./&#8221; favorite type bitches.",0.07626006007194519,0.6918094754219055,1,1,1,22,"Maximized"
"[[RT]] @215potter: [[Grown]] [[men]], [[wearing]] jerseys [[with]] [[other]] grown men's [[name]] on [[them]]..<SPLIT><SPLIT>[[Don't]] forget [[your]] fucking [[pom]] poms.","@215potter:, jerseys grown men's on..<SPLIT><SPLIT> forget fucking poms.",0.04516534507274628,0.6264582872390747,1,1,1,31,"Maximized"
"RT @maycie32: @Whitecholo23 np big nig nig","RT @maycie32: @Whitecholo23 np big nig nig",0.0,0.0,0,0,2,1,"Skipped"
"[[All]] [[I]] [[want]] [[for]] my [[birthday]] [[is]] a big [[booty]] hoe &#[[128526]];&#[[128526]];","my a big hoe &#;&#;",0.07624861598014832,0.7684078812599182,1,1,1,23,"Maximized"
"@[[MichaelSafady]] only [[if]] you're [[a]] twat [[as]] [[well]]. [[Be]] [[not]] [[a]] twat my [[son]].","@only you're twat. twat my.",0.07035566121339798,0.713336706161499,1,1,1,24,"Maximized"
"[[Best]] [[of]] luck [[to]] [[Tino]] 'The [[Bambino']] [[Martinez]] [[in]] Miami ([[your]] legacy is saved [[LOL]]) #Marlins #[[Yankees]] #[[RedSox]] #[[MLB]]","luck 'The Miami ( legacy is saved) #Marlins # # #",0.051803503185510635,0.6832748055458069,2,2,2,32,"Maximized"
"[[There]] [[are]] some [[retarded]] ass [[movies]] on [[Netflix]]","some ass on ",0.10469932854175568,0.7426649332046509,1,1,1,14,"Maximized"
"[[This]] is [[a]] [[sexy]] [[tweet]]. RT @Yankees: [[With]] [[a]] [[6-0]] lead, #[[Yankees]] [[turn]] [[to]] Matt [[Thornton]] [[to]] finish [[off]] [[the]] [[Red]] [[Sox]] [[in]] the [[9th]].","is. RT @Yankees: lead, # Matt finish the.",0.03938888758420944,0.7593355178833008,2,2,2,44,"Maximized"
"[[These]] hoes [[be]] [[busting]] [[nuts]] [[when]] they [[get]] a [[RT]]","hoes they a ",0.0986698642373085,0.7986054420471191,1,1,1,18,"Maximized"
"[[Word]]... But [[what]] [[r]] [[Dms]]? [[RT]] @[[BakeGriffin]] A twitter [[crush]] [[is]] some bitch [[shit]]. Man up &[[amp]]; enter [[her]] [[Dm's]] [[bruh]]","... But? @ A twitter some bitch. Man up &; enter ",0.047068290412425995,0.6663408279418945,1,1,1,36,"Maximized"
"[[Now]] [[this]] [[new]] bitch [[acting]] dumb [[tryna]] correct [[my]] [[every]] word.","bitch dumb correct word.",0.09031793475151062,0.7263619303703308,1,1,1,19,"Maximized"
"[[RT]] @korsczurek: [[Got]] [[to]] [[hold]] a [[koala]], [[take]] selfies [[with]] [[kangaroos]], saw [[a]] bunch [[of]] [[bad]] ass birds of [[prey]], [[and]] pet [[a]] fucking emu today... [[wtf]] &#[[8230]];","@korsczurek: a, selfies, saw bunch ass birds of, pet fucking emu today... &#;",0.033059876412153244,0.604823112487793,1,1,1,45,"Maximized"
"[[I'd]] [[like]] to [[see]] [[someone]] [[try]] to hit me [[off]]. [[Joke's]] on [[you]] bitch, [[I]] [[don't]] have internet!","to to hit me. on bitch, have internet!",0.055034033954143524,0.6107122898101807,1,1,1,31,"Maximized"
"[[Brrr]] hoe [[dichter]] [[bij]] [[het]] Sint [[gebeuren]] hoe [[racistischer]] de [[drek]] op twitter [[en]] [[het]] komt [[nagenoeg]] [[alleen]] van de [[proZwartePieten]] [[hoek]]. [[Engvolk]]","hoe Sint hoe de op twitter komt van de. ",0.02377111278474331,0.6517623066902161,1,1,1,38,"Maximized"
"@[[BlakkHoodie_562]] always [[eatin]] good [[wit]] [[my]] niggah, and good [[lookin]] [[on]] [[the]] [[cd]] [[my]] boy [[got]] [[some]] heat [[now]] [[i]] can [[bump]] [[some]] [[bangers]]","@always good niggah, and good boy heat can ",0.039673808962106705,0.7069171667098999,1,1,1,42,"Maximized"
"It's no wonder my titanium ankle is killing me. Woo retarded 'winter' weather! #texas #weather http://t.co/rrKxBwG1u4","It's no wonder my titanium ankle is killing me. Woo retarded 'winter' weather! #texas #weather http://t.co/rrKxBwG1u4",0.0,0.0,2,2,1,1,"Skipped"
"@[[dpalmyx3]] @_wordtothewise [[stop]] [[retweeting]] heather [[im]] tired [[of]] [[seeing]] that bitch [[on]] [[my]] tl","@@_wordtothewise heather tired that bitch tl",0.07085992395877838,0.6422977447509766,1,1,1,24,"Maximized"
"[[I]] [[was]] [[accused]] of [[never]] taking [[a]] full [[front]] [[face]] [[shot]], [[so]] [[here]] [[is]] one. No [[slant]] [[or]] [[angle]] or [[nothing]]. :) http://[[t]].[[co]]/[[yCuVyPV1n0]]","of taking full, one. No or. :) http://./",0.03896307945251465,0.7591015100479126,2,2,2,44,"Maximized"
"[[We]] so [[deep]] in [[this]] bitch [[we]] might drown","so in bitch might drown",0.1103387176990509,0.5546819567680359,1,1,1,16,"Maximized"
"[[All]] the [[bad]] bitches [[think]] [[they]] [[ugly]] and all [[the]] [[roach]] [[bitches]] think [[they]] bad-_-","the bitches and all think bad-_-",0.06446003168821335,0.666089653968811,1,1,1,27,"Maximized"
"[[RT]] @[[snoleezey801]]: @[[uce_INA]] poly [[ratchets]].. Can't [[stand]] [[poly]] bitches [[in]] general &#[[128514]]; they loud, [[annoying]], and they [[talk]] [[too]] [[much]]..","@: @ poly.. Can't bitches general &#; they loud,, and they..",0.04941917210817337,0.6495794653892517,1,1,1,34,"Maximized"
"@[[EvanBecker513]] what [[are]] [[you]] [[doing]] bitch","@what bitch",0.16340307891368866,0.8314909934997559,1,1,1,11,"Maximized"
"[[RT]] @Buckm00se: [[kill]] this beaner","@Buckm00se: this beaner",0.14483679831027985,0.5271661877632141,0,0,0,9,"Maximized"
"[[RT]] @[[TylerIAm]]: Not a [[one]] [[RT]] @[[TheDiorHomie]] @[[TylerIAm]] [[lmaooooooo]] [[never]] [[saw]] a bitch at [[a]] [[Deltron]] concert [[blood]]","@: Not a @ @ a bitch at concert ",0.05493505299091339,0.7218458652496338,1,1,1,31,"Maximized"
"RT @Medz4u: &#8226;not all black girls are ghetto though","RT @Medz4u: &#8226;not all black girls are ghetto though",0.0,0.0,1,1,2,1,"Skipped"
"[[RT]] @JorgeGones: [[when]] [[a]] bitch that once [[curved]] [[me]] [[now]] all [[up]] [[on]] [[my]] [[dick]] [[http]]://t.co/[[xEITPkALOb]]","@JorgeGones: bitch that once all://t.co/",0.05216161161661148,0.6838353872299194,1,1,1,33,"Maximized"
"@[[EASPORTSFIFA]] [[next]] update, [[would]] [[be]] [[AMAZIN]] if two [[celebrations]] [[were]] added. [[1]]: Shirt off ( we'll take [[the]] [[yellow]]) [[and]] [[2]]: [[The]] [[RKO]]","@update, if two added.: Shirt off ( we'll take): ",0.04487188160419464,0.6809031367301941,2,2,2,37,"Maximized"
"@[[rickerozeaye]] [[you]] see me [[texting]] [[you]] bitch","@see me bitch",0.14119890332221985,0.7129909992218018,1,1,1,12,"Maximized"
"[[After]] [[27]] weeks [[straight]] [[of]] [[that]] [[nigga]] [[being]] you [[MCM]] we [[get]] [[it]] bitch [[y'all]] fucking &#[[128514]];&#128514;&#[[128514]];&#128514;","weeks you we bitch fucking &#;&#128514;&#;&#128514;",0.04534033313393593,0.6990505456924438,1,1,1,34,"Maximized"
"[[Im]] just [[a]] [[young]] niggah [[tryna]] live my [[life]] [[long]]","just niggah live my ",0.09644405543804169,0.6924773454666138,1,1,1,17,"Maximized"
"[[RT]] @daggerbyte: [[Call]] [[me]] [[old]] [[fashioned]], [[but]] I'm sewn [[together]] with magic and [[birds]].","@daggerbyte:, I'm sewn with magic and.",0.07042066007852554,0.6415232419967651,2,2,2,23,"Maximized"
"@[[TylerCarboner]] hey [[I'll]] [[leave]] Abbey [[too]]! Oh if [[I]] [[get]] [[a]] job [[on]] [[the]] [[slope]] [[I]] might move back! Cause id [[lose]] [[out]] on lots [[of]] money [[buying]] [[tickets]]","@hey Abbey! Oh if job might move back! Cause id on lots money ",0.03394968435168266,0.5855745077133179,2,2,2,46,"Maximized"
"@[[stinachase]] hoe [[ass]] [[nigga]] [[lmao]]","@hoe ",0.1640872061252594,0.9966963529586792,1,1,1,10,"Maximized"
"[[RT]] @[[iH8TvvitterHoes]]: Kim [[K]] got bitches [[thinkin]] [[being]] a [[hoe]] [[is]] a [[career]] [[with]] [[health]] care benefits","@: Kim got bitches a a care benefits",0.05802534520626068,0.6465879082679749,1,1,1,28,"Maximized"
"[[RT]] @DaRealKha: ""[[I'm]] [[sorry]] [[but]] side bitches better than [[a]] wife [[in]] [[this]] [[era]]...[[check]] [[the]] stats [[B]] [[lol]]""","@DaRealKha: "" side bitches better than wife... stats""",0.052315305918455124,0.6838833689689636,1,1,1,34,"Maximized"
"[[I]] am [[out]]! [[I]] [[can't]] listen [[to]] [[Joe]] bitch [[about]] [[things]] [[he]] did [[himself]] [[and]] [[tell]] [[half]] [[truths]]. #[[msnbc]] [[your]] viewers deserve [[better]] #morningjoe","am! listen bitch did. # viewers deserve #morningjoe",0.04134681820869446,0.7497043013572693,1,1,1,42,"Maximized"
"[[RT]] @[[NoHoesNextDoor]]: When you [[make]] [[a]] beat [[with]] a [[pencil]] [[in]] class [[and]] [[the]] [[teacher]] says ""[[keep]] [[making]] [[that]] [[trash]] ass [[beat]] [[and]] [[I'll]] [[fail]] you"" [[ht]]&#[[8230]];","@: When you beat a class says "" ass you""&#;",0.034772925078868866,0.7490841150283813,1,1,1,52,"Maximized"
"@lauchiemac_ fag","@lauchiemac_ fag",0.0,0.0,0,0,1,1,"Skipped"
"&#[[8220]];@ThatIrvNation: [[Today]] [[was]] [[a]] [[long]] practice&#8221; bitch no [[it]] [[wasn't]] &#[[128529]];","&#;@ThatIrvNation: practice&#8221; bitch no &#;",0.0764477327466011,0.6918247938156128,1,1,1,23,"Maximized"
"[[RT]] @[[mpoindc]]: Wow, [[Henry]] Waxman [[gets]] caught [[in]] [[a]] CLASSIC Charlie [[LeDuff]] [[segment]] [[after]] Charlie [[comes]] to DC for [[today's]] [[GM]] [[hearing]]: [[http]]://[[t]].c&#[[8230]];","@: Wow, Waxman caught CLASSIC Charlie Charlie to DC for:://.c&#;",0.03795679286122322,0.6533013582229614,2,2,2,43,"Maximized"
"""[[It's]] [[never]] [[too]] late [[to]] tag [[a]] bitch.""- @[[CyFyre]]","""late tag bitch.""- @",0.11039020866155624,0.7770160436630249,1,1,1,17,"Maximized"
"[[RT]] @therealiman: [[The]] [[price]] [[of]] pussy [[in]] [[Toronto]] has [[now]] declined to [[one]] [[Henessey]] [[bottle]] [[and]] [[a]] [[quarter]] pounder combo [[with]] [[large]] [[fries]].","@therealiman: pussy has declined to pounder combo.",0.04310540109872818,0.7387288808822632,1,1,1,40,"Maximized"
"[[I'll]] [[be]] stripping [[off]] [[layers]] [[of]] clothes the [[instant]] [[we]] get [[back]] [[to]] [[the]] gate. [[It's]] hot as [[Satan's]] [[pussy]] [[on]] this son-bitch","stripping clothes the get gate. hot as this son-bitch",0.04312775656580925,0.6518614888191223,1,1,1,38,"Maximized"
"[[RT]] @MobileSuitKwamz: [[Just]] [[swing]] ""@[[MUHFUGGINJKELLS]]: ""That's [[why]] [[I]] [[fucked]] [[yo]] bitch."" [[I]] mean...what can [[you]] say [[back]] [[to]] [[that]]?""","@MobileSuitKwamz: ""@: ""That's bitch."" mean...what can say?""",0.04910656809806824,0.6996316313743591,1,1,1,35,"Maximized"
"[[RT]] @[[dubstep_cowboy]]: #[[HowToGetAGirl]] do not [[and]] I repeat [[DO]] [[NOT]]! refer [[to]] [[her]] [[as]] [[your]] ""bitch""","@: # do not I repeat! refer ""bitch""",0.0621001310646534,0.6871095895767212,1,1,1,27,"Maximized"
"[[every]] [[lady]] ain't no hoe [[but]] every [[lady]] [[sure]] [[ain't]] [[no]] queen","ain't no hoe every queen",0.08272639662027359,0.666017472743988,1,1,1,21,"Maximized"
"[[I'm]] [[so]] [[mother]] fucken [[sexy]]. I have [[no]] [[time]] [[to]] [[be]] a [[retard]].","fucken. I have a.",0.07262329757213593,0.7610548138618469,1,1,1,23,"Maximized"
"@[[SeauxCocoa]] [[you]] getting new pussy and [[not]] [[sharing]]??","@getting new pussy and??",0.12400591373443604,0.6239054799079895,1,1,1,15,"Maximized"
"[[RT]] @[[ThatBoyACE71]]: Vonte [[not]] tweeting like [[a]] bitch [[finally]]","@: Vonte tweeting like bitch ",0.11016525328159332,0.6655081510543823,1,1,1,16,"Maximized"
"&#[[8220]];@aerinblazin: [[I'm]] 2 [[much]] [[for]] these [[niggas]] [[and]] [[3]] much [[for]] these hoes &#128129;&#8221;","&#;@aerinblazin: 2 these much these hoes &#128129;&#8221;",0.056994710117578506,0.5619649291038513,1,1,1,25,"Maximized"
"[[I]] [[was]] [[smoking]] a [[blunt]] [[outside]] and [[these]] [[nasty]] country bitches [[jumped]] [[into]] the [[lake]] , naked &#128514;&#128514;&#128514; that [[lake]] [[is]] [[nasty]] as [[fuck]] &#[[128567]];","a and country bitches the , naked &#128514;&#128514;&#128514; that as &#;",0.037206295877695084,0.6151176691055298,1,1,1,42,"Maximized"
"[[RT]] @[[PhuckedFame]]: Thick red [[bones]] [[in]] style [[or]] [[nah]]? &#[[127817]]; http://[[t]].[[co]]/[[Cfhis3L8bT]]","@: Thick red style? &#; http://./",0.07020916044712067,0.7843621373176575,2,2,2,25,"Maximized"
"[[RT]] @[[Ranger1325]]: I'm [[waiting]] for all [[of]] [[you]] [[little]] bitches that whined about [[Bush]] [[to]] start [[speaking]] [[up]] about [[Obama]] [[and]] [[his]] wars. #[[Syria]]","@: I'm for all bitches that whined about start about wars. #",0.041360024362802505,0.6247459053993225,1,1,1,41,"Maximized"
"[[Also]], it&#[[8217]];[[s]] [[a]] hiccup [[to]] [[Jihadi]] propaganda: [[they]] [[portray]] [[themselves]] [[as]] the only [[ones]] [[willing]] [[to]] die [[for]] [[their]] [[cause]].",", it&#; hiccup propaganda: the only die.",0.0440509170293808,0.7716798782348633,2,2,2,39,"Maximized"
"[[RT]] @[[GeorgeKelleyJr]]: If ur [[20]]+ [[and]] still [[need]] [[ur]] [[parent's]] permission [[to]] [[do]] stuff [[ur]] a [[little]] bitch #[[growup]]","@: If ur+ still permission stuff a bitch #",0.052252136170864105,0.6838798522949219,1,1,1,34,"Maximized"
"[[Three]] little [[birds]]","little ",0.3259594738483429,0.8932132720947266,2,2,2,6,"Maximized"
"@_[[xxsarafina]] haha [[that]] hoe [[go]] [[hard]] [[rt]]","@_haha hoe ",0.14144659042358398,0.8551774024963379,1,1,1,13,"Maximized"
"[[Chicago]] [[niggas]] tell bitches anything [[when]] [[they]] [[tryna]] [[do]] dat [[mfa]]..!!&#[[128553]];&#128514;&#[[128514]]; [[https]]://[[t]].co/[[tJONJlJyM4]]","tell bitches anything dat..!!&#;&#128514;&#;://.co/",0.054083578288555145,0.7218306660652161,1,1,1,32,"Maximized"
"[[Fuck]] Staten [[Island]], place [[is]] for pussies","Staten, place for pussies",0.1357937455177307,0.5686726570129395,1,1,1,13,"Maximized"
"@[[Mr_Greatness28]] [[I]] [[send]] them hoes [[because]] [[ain't]] nobody [[gone]] [[play]] [[me]] but [[geez]] [[lmao]] [[not]] [[when]] [[they]] ask for [[them]]","@them hoes nobody but ask for ",0.04954634979367256,0.7493917346000671,1,1,1,35,"Maximized"
"you drove me redneck crazy","you drove me redneck crazy",0.0,0.0,2,2,1,1,"Skipped"
"pussy [[so]] good [[i]] [[juss]] save [[that]] [[shit]] for lataa","pussy good save for lataa",0.09924019873142242,0.5992220640182495,1,1,1,17,"Maximized"
"[[RT]] @awkwardposts: [[Flirting]] [[with]] bitches [[on]] Twitter like [[http]]://[[t]].[[co]]/[[eV2QUYsbpO]]","@awkwardposts: bitches Twitter like://./",0.082720547914505,0.7494264841079712,1,1,1,21,"Maximized"
"[[I]]""[[M]] [[THE]] [[MOTHER]] [[FUCKIN]]"" #UGLY&[[gt]]; #badguy&gt; #[[bitches]]&gt; #EliWallach [[TYPE]] SHIT #[[BreakingBad]] [[is]] [[a]] [[joke]] about #[[noose]] [[RIGS]] #LeeVanCleef #[[sports]]&[[gt]];",""""" #UGLY&; #badguy&gt; #&gt; #EliWallach SHIT # about # #LeeVanCleef #&;",0.0403992161154747,0.7063361406326294,1,1,1,41,"Maximized"
"[[Wtf]]... [[3]] [[days]] &amp; 3 [[nights]]! [[If]] I [[go]] [[another]] day..... [[all]] [[I]] [[know]] [[is]] [[im]] [[going]] [[ape]] shit....","... &amp; 3! I day..... shit....",0.05193367227911949,0.7888623476028442,1,1,1,35,"Maximized"
"@[[MosoKnowso]] @ShaeGreyyy [[thats]] [[a]] [[goddamn]] [[terrible]] joke [[you]] [[gbe]] [[lookin]] bitch","@@ShaeGreyyy joke bitch",0.08652478456497192,0.816875696182251,1,1,1,20,"Maximized"
"[[That's]] okay [[minivan]], [[you]] can run [[that]] [[red]] [[light]], [[I'm]] [[sure]] [[your]] [[nail]] appointment is [[more]] important [[than]] my [[life]]. #bitch","okay, can run, appointment is important my. #bitch",0.04727044701576233,0.6663689613342285,1,1,1,37,"Maximized"
"[[Money]] doesn't [[make]] [[me]] happy [[one]] bit. [[Money]] [[makes]] me [[feel]] more [[comfortable]] if [[anything]]. I [[can]] [[get]] pussy being [[dead]] [[ass]] [[broke]] [[tho]] [[tbh]]","doesn't happy bit. me more if. I pussy being ",0.0396711602807045,0.679715633392334,1,1,1,43,"Maximized"
"[[Heat]] bitches!!!!!!!!!!!","bitches!!!!!!!!!!!",0.49559226632118225,0.9941587448120117,1,1,1,4,"Maximized"
"[[So]] [[at]] work today [[I]] got [[called]] [[a]] [[cracker]] [[ass]] bitch. [[Lol]]","work today got bitch. ",0.08057447522878647,0.749379575252533,1,1,1,21,"Maximized"
"[[Scary]] bitches [[on]] [[Twitter]] [[never]] @ [[the]] [[nigga]] the have [[a]] crush on, [[always]] [[on]] [[some]] ""oomf"" shit","bitches @ the have crush on, ""oomf"" shit",0.05579996854066849,0.6463147401809692,1,1,1,28,"Maximized"
"[[Marcus]] Smart [[belongs]] [[on]] [[the]] [[Celtics]]. Both [[trash]]. [[It]] was [[destiny]].","Smart. Both. was.",0.08806934207677841,0.8082716464996338,2,2,2,20,"Maximized"
"@sramirez07943 you're failing at that and you don't know where I live faggot","@sramirez07943 you're failing at that and you don't know where I live faggot",0.0,0.0,0,0,1,1,"Skipped"
"[[Charlie]] [[xcx]] [[is]] bae","bae",0.24415428936481476,0.9558690786361694,2,2,2,8,"Maximized"
"[[MiMi]] was [[so]] worried [[bout]] [[Stevie]] J [[marriage]] that bitch [[ain't]] even [[realize]] [[she]] made a sex [[tape]] [[with]] [[a]] [[married]] [[man]]","was worried J that bitch even made a sex ",0.0451200045645237,0.6359869241714478,1,1,1,37,"Maximized"
"#[[ToMyFutureSon]] [[You]] can [[fuck]] dem [[hoes]] but you [[better]] not [[love]] [[dem]] hoes.","#can dem but you not hoes.",0.07370692491531372,0.61467444896698,1,1,1,21,"Maximized"
"[[RT]] @[[cocainebungy]]: Mckean [[Mckean]] [[lol]] [[hate]] half the people [[there]] [[lol]] [[weird]] ass [[hoes]] [[lol]] [[corny]] ass [[food]] ( I [[still]] [[kill]] that shit doe )","@: Mckean half the people ass ass ( I that shit doe )",0.03457137942314148,0.6209955215454102,1,1,1,39,"Maximized"
"[[Believe]] it [[or]] [[not]] hoes [[get]] [[boring]] after [[awhile]]","it hoes after ",0.1077951118350029,0.776745080947876,1,1,1,16,"Maximized"
"[[Im]] back bitches!!!!!!","back bitches!!!!!!",0.33053112030029297,0.6635631918907166,1,1,1,6,"Maximized"
"' [[Waaaaittt]] niggah [[holllll'up]] &#9995; [[these]] [[niggahs]] come [[to]] [[town]] start wife'n [[my]] [[old]] [[sluts]] &#1041204;&#1041204;&#[[1041204]];&#[[1041210]];&#1041210; .","' niggah &#9995; come start wife'n &#1041204;&#1041204;&#;&#;&#1041210; .",0.047093715518713,0.6299740076065063,1,1,1,31,"Maximized"
"[[Say]] what [[you]] [[want]] about @MileyCyrus , [[but]] that bitch [[has]] [[pipes]]!","what about @MileyCyrus , that bitch!",0.09021400660276413,0.6357564330101013,1,1,1,19,"Maximized"
